eventId,seatNumber,row,level,section,status,eventDate,sellRank,hasUpsells
24,49,16,Q,Z,OPEN,2025-01-27 00:00:00,49,false
33,12,20,L,W,SOLD,2025-02-20 00:00:00,12,false
25,12,2,r,l,SOLD,2025-01-17 00:00:00,12,true
6,51,4,H,n,SOLD,2025-01-16 00:00:00,51,false
149,82,33,f,c,HOLD,2025-01-04 00:00:00,82,false
26,17,25,x,Q,OPEN,2025-01-30 00:00:00,17,true
42,23,16,Z,A,HOLD,2025-04-07 00:00:00,23,true
108,95,34,b,B,SOLD,2025-03-25 00:00:00,95,false
105,74,11,L,M,SOLD,2025-04-04 00:00:00,74,false
121,65,25,r,y,SOLD,2025-02-17 00:00:00,65,true
2,63,24,z,G,HOLD,2025-01-19 00:00:00,63,true
108,56,21,b,o,SOLD,2025-03-25 00:00:00,56,true
44,84,38,I,n,HOLD,2025-02-18 00:00:00,84,false
26,74,4,k,H,HOLD,2025-01-30 00:00:00,74,false
108,10,23,N,H,HOLD,2025-03-25 00:00:00,10,false
112,86,14,y,Z,OPEN,2025-01-20 00:00:00,86,false
108,0,36,W,V,SOLD,2025-03-25 00:00:00,0,false
113,74,3,U,T,OPEN,2025-03-29 00:00:00,74,true
19,5,5,m,t,SOLD,2025-04-10 00:00:00,5,false
7,48,6,I,p,OPEN,2025-03-05 00:00:00,48,true
50,32,38,F,H,OPEN,2025-01-29 00:00:00,32,true
26,1,11,Y,K,HOLD,2025-01-31 00:00:00,1,true
107,4,14,q,Z,OPEN,2025-01-05 00:00:00,4,false
113,26,7,s,n,HOLD,2025-03-29 00:00:00,26,true
44,70,36,u,p,HOLD,2025-02-18 00:00:00,70,true
128,44,19,T,s,HOLD,2025-03-12 00:00:00,44,true
112,9,8,A,w,HOLD,2025-01-20 00:00:00,9,true
1,30,23,V,I,HOLD,2025-02-22 00:00:00,30,false
84,30,5,v,Y,HOLD,2025-02-01 00:00:00,30,true
25,12,22,n,u,HOLD,2025-02-07 00:00:00,12,true
77,11,37,X,N,HOLD,2025-03-22 00:00:00,11,false
143,45,34,j,y,OPEN,2025-01-02 00:00:00,45,false
84,38,16,s,J,HOLD,2025-02-01 00:00:00,38,true
1,0,25,L,j,SOLD,2025-02-22 00:00:00,0,false
45,35,30,S,J,OPEN,2025-01-14 00:00:00,35,false
6,27,38,G,r,OPEN,2025-01-16 00:00:00,27,true
30,82,31,T,o,SOLD,2025-02-13 00:00:00,82,false
118,47,31,M,Q,SOLD,2025-03-10 00:00:00,47,true
149,45,6,m,L,SOLD,2025-04-01 00:00:00,45,true
135,75,34,N,y,OPEN,2025-03-19 00:00:00,75,false
36,64,29,y,t,HOLD,2025-02-09 00:00:00,64,true
129,10,7,C,d,SOLD,2025-01-06 00:00:00,10,true
143,51,11,r,G,HOLD,2025-01-02 00:00:00,51,true
149,41,19,U,y,SOLD,2025-04-01 00:00:00,41,false
29,49,28,M,s,HOLD,2025-03-04 00:00:00,49,false
42,19,4,S,Z,SOLD,2025-02-19 00:00:00,19,false
74,47,13,K,t,SOLD,2025-02-12 00:00:00,47,false
128,8,15,F,p,SOLD,2025-03-12 00:00:00,8,false
84,92,19,W,r,OPEN,2025-02-01 00:00:00,92,false
115,51,16,F,t,SOLD,2025-03-13 00:00:00,51,false
19,38,8,C,D,SOLD,2025-04-10 00:00:00,38,false
26,75,7,F,n,HOLD,2025-01-30 00:00:00,75,true
118,88,2,o,J,HOLD,2025-03-10 00:00:00,88,true
77,98,23,M,n,SOLD,2025-03-20 00:00:00,98,true
12,31,19,m,U,OPEN,2025-03-17 00:00:00,31,false
128,73,2,a,L,OPEN,2025-04-06 00:00:00,73,true
42,7,7,e,r,HOLD,2025-02-19 00:00:00,7,false
29,4,26,r,P,SOLD,2025-03-04 00:00:00,4,false
36,46,22,e,E,OPEN,2025-02-09 00:00:00,46,false
44,14,26,a,f,OPEN,2025-02-18 00:00:00,14,false
13,50,5,a,j,SOLD,2025-02-05 00:00:00,50,false
6,54,16,P,X,OPEN,2025-01-16 00:00:00,54,true
2,42,6,Q,L,OPEN,2025-02-02 00:00:00,42,true
148,37,2,a,t,SOLD,2025-03-26 00:00:00,37,true
77,31,31,E,x,SOLD,2025-02-26 00:00:00,31,true
42,23,9,M,S,SOLD,2025-02-19 00:00:00,23,true
121,21,7,i,W,OPEN,2025-02-17 00:00:00,21,false
50,28,9,M,q,SOLD,2025-01-29 00:00:00,28,true
31,20,37,l,v,SOLD,2025-03-23 00:00:00,20,true
103,62,38,O,l,HOLD,2025-01-18 00:00:00,62,true
77,25,1,g,Q,OPEN,2025-03-20 00:00:00,25,true
44,13,16,J,V,SOLD,2025-03-03 00:00:00,13,true
6,25,2,l,x,SOLD,2025-01-07 00:00:00,25,false
2,32,7,O,f,SOLD,2025-02-02 00:00:00,32,false
19,77,10,X,B,OPEN,2025-04-10 00:00:00,77,false
39,1,18,d,K,HOLD,2025-01-08 00:00:00,1,false
107,41,16,h,b,OPEN,2025-01-05 00:00:00,41,true
129,69,22,G,k,SOLD,2025-03-01 00:00:00,69,false
148,22,8,n,V,SOLD,2025-03-26 00:00:00,22,false
118,91,18,M,Q,HOLD,2025-03-10 00:00:00,91,false
71,45,21,Z,j,SOLD,2025-04-09 00:00:00,45,false
136,45,19,z,u,SOLD,2025-02-06 00:00:00,45,true
84,79,11,W,u,HOLD,2025-03-31 00:00:00,79,true
95,84,29,A,x,SOLD,2025-01-03 00:00:00,84,false
7,60,5,l,p,HOLD,2025-03-05 00:00:00,60,true
33,73,24,D,I,SOLD,2025-02-20 00:00:00,73,false
138,93,27,b,r,SOLD,2025-02-16 00:00:00,93,true
29,25,3,j,r,SOLD,2025-03-04 00:00:00,25,false
3,20,2,U,e,SOLD,2025-02-11 00:00:00,20,true
105,47,37,d,D,HOLD,2025-04-04 00:00:00,47,true
25,64,26,l,i,HOLD,2025-03-30 00:00:00,64,false
148,53,6,J,c,OPEN,2025-03-26 00:00:00,53,true
106,84,6,v,u,HOLD,2025-01-23 00:00:00,84,false
90,75,19,k,w,SOLD,2025-03-02 00:00:00,75,false
25,76,15,V,K,OPEN,2025-03-30 00:00:00,76,false
105,97,20,I,Q,OPEN,2025-04-04 00:00:00,97,false
21,3,15,U,J,HOLD,2025-04-05 00:00:00,3,true
1,96,36,m,u,HOLD,2025-03-24 00:00:00,96,false
129,96,25,l,P,HOLD,2025-03-01 00:00:00,96,false
84,26,10,a,G,OPEN,2025-02-01 00:00:00,26,false
21,43,37,t,C,SOLD,2025-02-08 00:00:00,43,false
36,74,9,v,i,OPEN,2025-02-09 00:00:00,74,true
115,23,36,b,Y,OPEN,2025-01-21 00:00:00,23,false
74,43,0,f,L,OPEN,2025-02-12 00:00:00,43,true
144,70,38,N,V,OPEN,2025-03-28 00:00:00,70,true
128,19,39,x,J,SOLD,2025-04-06 00:00:00,19,true
25,14,10,j,e,OPEN,2025-03-14 00:00:00,14,false
128,23,18,j,K,SOLD,2025-04-06 00:00:00,23,true
95,29,26,s,a,SOLD,2025-01-03 00:00:00,29,true
55,83,25,c,s,OPEN,2025-03-11 00:00:00,83,true
32,53,33,x,W,SOLD,2025-03-16 00:00:00,53,false
7,17,8,D,G,SOLD,2025-03-05 00:00:00,17,true
74,48,37,I,Z,SOLD,2025-02-12 00:00:00,48,false
18,5,25,z,n,HOLD,2025-01-11 00:00:00,5,false
135,53,35,G,n,OPEN,2025-03-19 00:00:00,53,false
7,22,16,v,A,SOLD,2025-03-05 00:00:00,22,false
2,91,38,E,Z,SOLD,2025-02-02 00:00:00,91,true
14,51,36,T,x,HOLD,2025-03-06 00:00:00,51,true
106,12,35,M,h,OPEN,2025-01-23 00:00:00,12,true
148,33,28,Y,k,SOLD,2025-01-28 00:00:00,33,false
6,12,32,l,u,SOLD,2025-01-07 00:00:00,12,false
106,16,34,z,A,HOLD,2025-01-23 00:00:00,16,true
2,60,16,x,Y,HOLD,2025-02-02 00:00:00,60,false
50,75,17,a,g,HOLD,2025-01-29 00:00:00,75,false
13,34,5,l,m,SOLD,2025-02-05 00:00:00,34,true
50,46,3,K,Z,HOLD,2025-01-29 00:00:00,46,true
137,68,12,P,G,SOLD,2025-03-09 00:00:00,68,true
101,70,38,y,T,HOLD,2025-01-09 00:00:00,70,true
77,19,27,W,r,OPEN,2025-03-22 00:00:00,19,true
32,10,5,u,v,SOLD,2025-03-16 00:00:00,10,true
128,26,11,C,k,HOLD,2025-03-12 00:00:00,26,false
67,38,26,P,L,OPEN,2025-01-24 00:00:00,38,false
129,4,29,R,S,HOLD,2025-02-14 00:00:00,4,true
115,92,35,m,r,HOLD,2025-02-04 00:00:00,92,false
25,44,37,F,o,OPEN,2025-02-07 00:00:00,44,true
69,70,12,w,D,OPEN,2025-02-28 00:00:00,70,false
137,76,15,Y,L,SOLD,2025-03-09 00:00:00,76,true
74,96,34,D,r,HOLD,2025-02-12 00:00:00,96,false
108,31,28,a,g,SOLD,2025-03-25 00:00:00,31,false
36,73,21,b,B,OPEN,2025-02-09 00:00:00,73,true
1,67,26,y,o,HOLD,2025-04-02 00:00:00,67,true
95,25,24,r,v,OPEN,2025-01-01 00:00:00,25,true
44,68,34,b,Z,HOLD,2025-04-08 00:00:00,68,false
18,1,14,V,R,SOLD,2025-01-11 00:00:00,1,true
32,36,18,F,I,HOLD,2025-03-16 00:00:00,36,true
106,9,1,Z,P,OPEN,2025-01-23 00:00:00,9,false
1,26,13,m,m,HOLD,2025-02-22 00:00:00,26,false
144,72,37,A,A,SOLD,2025-03-28 00:00:00,72,false
84,11,8,q,Y,SOLD,2025-01-22 00:00:00,11,false
12,90,23,T,S,SOLD,2025-03-17 00:00:00,90,false
77,69,2,z,r,SOLD,2025-03-22 00:00:00,69,false
128,37,14,h,J,OPEN,2025-04-06 00:00:00,37,true
26,31,37,a,w,OPEN,2025-01-30 00:00:00,31,true
1,18,25,a,R,SOLD,2025-03-24 00:00:00,18,true
45,65,2,D,e,SOLD,2025-01-14 00:00:00,65,false
25,2,3,e,R,SOLD,2025-03-30 00:00:00,2,false
128,12,15,T,L,HOLD,2025-03-12 00:00:00,12,false
0,2,37,n,Z,SOLD,2025-01-13 00:00:00,2,true
19,43,23,t,m,OPEN,2025-04-10 00:00:00,43,true
25,82,32,w,K,OPEN,2025-03-14 00:00:00,82,false
149,60,13,V,h,HOLD,2025-01-04 00:00:00,60,true
42,97,18,D,p,HOLD,2025-02-19 00:00:00,97,true
1,44,34,D,c,OPEN,2025-03-24 00:00:00,44,true
1,26,22,N,P,OPEN,2025-03-24 00:00:00,26,false
33,93,3,J,S,HOLD,2025-02-20 00:00:00,93,true
47,65,11,n,d,HOLD,2025-04-03 00:00:00,65,true
46,68,22,R,N,SOLD,2025-01-25 00:00:00,68,true
84,1,9,P,G,OPEN,2025-01-22 00:00:00,1,true
13,2,20,j,I,OPEN,2025-02-05 00:00:00,2,true
47,81,15,T,J,OPEN,2025-04-03 00:00:00,81,false
31,70,9,M,y,HOLD,2025-03-23 00:00:00,70,false
138,30,16,e,G,OPEN,2025-02-16 00:00:00,30,false
122,61,9,H,a,HOLD,2025-02-03 00:00:00,61,false
5,90,23,r,H,SOLD,2025-02-27 00:00:00,90,false
55,73,35,s,N,HOLD,2025-03-11 00:00:00,73,false
112,20,11,J,C,HOLD,2025-01-20 00:00:00,20,true
135,6,16,S,N,SOLD,2025-03-19 00:00:00,6,false
31,57,26,S,f,SOLD,2025-03-23 00:00:00,57,false
115,39,2,p,o,OPEN,2025-01-21 00:00:00,39,false
69,99,27,W,Q,HOLD,2025-02-28 00:00:00,99,true
148,76,12,t,c,HOLD,2025-03-26 00:00:00,76,true
149,93,18,a,r,HOLD,2025-01-04 00:00:00,93,true
129,10,9,t,X,OPEN,2025-03-01 00:00:00,10,true
95,33,38,D,B,SOLD,2025-01-01 00:00:00,33,true
3,13,3,o,n,OPEN,2025-02-11 00:00:00,13,true
106,32,38,F,L,HOLD,2025-01-23 00:00:00,32,true
128,12,15,o,Q,SOLD,2025-04-06 00:00:00,12,true
84,9,24,O,o,OPEN,2025-01-22 00:00:00,9,false
149,13,24,Z,y,HOLD,2025-04-01 00:00:00,13,true
136,70,16,Q,o,SOLD,2025-02-06 00:00:00,70,false
105,46,9,k,a,HOLD,2025-04-04 00:00:00,46,true
39,65,34,F,q,OPEN,2025-01-08 00:00:00,65,true
148,32,37,R,h,SOLD,2025-03-21 00:00:00,32,true
67,75,17,w,z,SOLD,2025-01-24 00:00:00,75,true
47,33,37,K,R,OPEN,2025-04-03 00:00:00,33,false
71,95,4,F,w,OPEN,2025-04-09 00:00:00,95,false
1,49,31,V,q,HOLD,2025-03-24 00:00:00,49,true
7,75,9,K,n,HOLD,2025-03-05 00:00:00,75,false
36,18,39,f,y,OPEN,2025-02-09 00:00:00,18,false
143,20,6,n,U,SOLD,2025-01-02 00:00:00,20,false
106,37,2,W,q,HOLD,2025-01-23 00:00:00,37,true
118,26,18,r,X,OPEN,2025-03-10 00:00:00,26,true
107,53,31,B,J,HOLD,2025-01-05 00:00:00,53,true
103,51,19,Q,l,SOLD,2025-02-24 00:00:00,51,true
143,72,30,U,w,SOLD,2025-01-02 00:00:00,72,true
148,93,20,U,C,SOLD,2025-03-21 00:00:00,93,true
25,49,17,t,N,SOLD,2025-03-30 00:00:00,49,true
105,13,10,n,w,HOLD,2025-03-07 00:00:00,13,false
128,86,20,Q,u,HOLD,2025-04-06 00:00:00,86,false
45,45,37,T,q,OPEN,2025-01-14 00:00:00,45,false
3,29,34,D,Y,HOLD,2025-02-11 00:00:00,29,true
33,21,13,a,n,HOLD,2025-02-20 00:00:00,21,true
92,60,17,n,h,OPEN,2025-03-08 00:00:00,60,true
39,82,20,N,M,SOLD,2025-01-08 00:00:00,82,true
115,55,30,r,x,HOLD,2025-02-04 00:00:00,55,false
84,78,10,e,c,OPEN,2025-03-31 00:00:00,78,true
31,69,10,G,v,SOLD,2025-03-23 00:00:00,69,false
24,24,19,j,m,SOLD,2025-02-10 00:00:00,24,true
89,36,37,p,W,OPEN,2025-02-15 00:00:00,36,false
21,49,24,s,E,SOLD,2025-02-08 00:00:00,49,false
148,79,14,e,H,HOLD,2025-01-28 00:00:00,79,true
136,6,13,t,v,SOLD,2025-02-06 00:00:00,6,true
53,22,29,K,M,HOLD,2025-02-23 00:00:00,22,false
31,77,9,p,S,HOLD,2025-03-23 00:00:00,77,true
14,84,35,j,B,OPEN,2025-03-06 00:00:00,84,false
25,92,39,E,f,OPEN,2025-01-17 00:00:00,92,false
84,91,25,j,r,HOLD,2025-02-01 00:00:00,91,false
29,89,4,H,j,SOLD,2025-03-15 00:00:00,89,true
25,22,38,I,S,SOLD,2025-03-30 00:00:00,22,false
55,56,8,Y,Q,HOLD,2025-03-11 00:00:00,56,true
33,50,4,f,U,OPEN,2025-02-20 00:00:00,50,true
47,69,10,p,b,HOLD,2025-04-03 00:00:00,69,true
74,84,4,W,o,HOLD,2025-02-12 00:00:00,84,false
39,49,30,D,i,SOLD,2025-01-10 00:00:00,49,true
0,0,18,I,w,OPEN,2025-01-13 00:00:00,0,false
25,18,18,d,a,OPEN,2025-01-17 00:00:00,18,true
1,79,9,t,J,SOLD,2025-02-25 00:00:00,79,false
36,30,13,T,F,OPEN,2025-02-09 00:00:00,30,false
44,36,30,G,g,HOLD,2025-04-08 00:00:00,36,true
129,76,6,C,G,OPEN,2025-01-06 00:00:00,76,true
128,89,1,T,K,HOLD,2025-04-06 00:00:00,89,true
21,80,33,F,c,SOLD,2025-04-05 00:00:00,80,false
128,98,27,n,l,SOLD,2025-03-12 00:00:00,98,true
67,95,36,k,j,OPEN,2025-01-24 00:00:00,95,true
18,17,2,b,m,HOLD,2025-01-11 00:00:00,17,true
148,44,4,W,E,HOLD,2025-03-21 00:00:00,44,true
29,68,23,a,T,HOLD,2025-03-04 00:00:00,68,false
50,29,9,T,x,HOLD,2025-01-29 00:00:00,29,true
103,39,36,A,d,OPEN,2025-01-18 00:00:00,39,true
25,37,26,K,W,OPEN,2025-01-17 00:00:00,37,false
136,93,38,s,Z,OPEN,2025-02-06 00:00:00,93,false
39,47,17,Y,q,SOLD,2025-01-10 00:00:00,47,true
24,84,3,j,L,HOLD,2025-01-27 00:00:00,84,false
77,23,3,W,O,OPEN,2025-02-26 00:00:00,23,false
0,55,0,Z,b,SOLD,2025-01-13 00:00:00,55,false
101,73,10,o,m,OPEN,2025-01-09 00:00:00,73,true
77,90,32,x,g,HOLD,2025-03-22 00:00:00,90,false
44,92,30,D,q,SOLD,2025-03-03 00:00:00,92,true
6,18,31,g,e,HOLD,2025-01-07 00:00:00,18,true
77,53,8,V,p,SOLD,2025-02-26 00:00:00,53,false
25,19,26,o,J,OPEN,2025-03-30 00:00:00,19,false
46,18,9,v,O,OPEN,2025-01-25 00:00:00,18,true
42,2,32,Q,v,OPEN,2025-04-07 00:00:00,2,false
103,85,3,L,Z,SOLD,2025-02-24 00:00:00,85,false
50,64,3,g,e,SOLD,2025-01-29 00:00:00,64,false
33,98,2,V,Z,HOLD,2025-02-20 00:00:00,98,true
135,67,37,q,B,HOLD,2025-03-19 00:00:00,67,false
26,85,8,Y,T,OPEN,2025-01-30 00:00:00,85,true
107,27,21,k,b,OPEN,2025-01-05 00:00:00,27,true
62,37,9,f,U,OPEN,2025-02-21 00:00:00,37,false
105,10,10,g,p,OPEN,2025-03-07 00:00:00,10,true
122,11,26,u,v,OPEN,2025-02-03 00:00:00,11,true
44,79,4,m,z,OPEN,2025-03-03 00:00:00,79,false
62,2,34,S,P,SOLD,2025-02-21 00:00:00,2,true
137,37,28,J,C,OPEN,2025-03-09 00:00:00,37,false
50,86,5,C,s,SOLD,2025-01-29 00:00:00,86,true
149,95,16,L,A,HOLD,2025-04-01 00:00:00,95,true
0,1,27,O,Y,SOLD,2025-01-13 00:00:00,1,false
129,42,25,b,u,OPEN,2025-02-14 00:00:00,42,false
7,78,36,J,Z,HOLD,2025-03-05 00:00:00,78,false
74,4,3,w,g,OPEN,2025-02-12 00:00:00,4,false
103,76,26,E,n,OPEN,2025-02-24 00:00:00,76,true
53,75,5,i,Q,HOLD,2025-02-23 00:00:00,75,true
77,3,5,i,p,HOLD,2025-03-20 00:00:00,3,true
138,55,5,L,F,SOLD,2025-02-16 00:00:00,55,false
50,92,25,R,u,HOLD,2025-01-29 00:00:00,92,false
84,14,12,c,s,SOLD,2025-02-01 00:00:00,14,true
107,72,3,s,E,OPEN,2025-01-05 00:00:00,72,true
25,49,23,W,X,HOLD,2025-02-07 00:00:00,49,false
143,83,22,I,L,HOLD,2025-01-02 00:00:00,83,true
118,56,6,y,i,HOLD,2025-03-10 00:00:00,56,true
25,78,39,I,z,SOLD,2025-03-30 00:00:00,78,true
89,95,22,o,O,HOLD,2025-02-15 00:00:00,95,false
2,66,4,k,y,SOLD,2025-01-19 00:00:00,66,true
45,41,12,B,Z,OPEN,2025-01-14 00:00:00,41,true
13,46,29,b,p,HOLD,2025-02-05 00:00:00,46,false
129,26,2,P,q,OPEN,2025-03-01 00:00:00,26,true
143,42,32,J,N,OPEN,2025-01-02 00:00:00,42,true
47,45,10,X,v,HOLD,2025-04-03 00:00:00,45,true
71,86,39,M,g,OPEN,2025-04-09 00:00:00,86,true
30,3,26,f,V,HOLD,2025-02-13 00:00:00,3,false
71,93,24,e,q,OPEN,2025-01-26 00:00:00,93,false
24,70,19,t,S,SOLD,2025-01-27 00:00:00,70,false
129,27,32,W,A,OPEN,2025-02-14 00:00:00,27,false
62,31,32,E,P,HOLD,2025-02-21 00:00:00,31,true
55,11,32,S,C,HOLD,2025-03-11 00:00:00,11,true
6,75,6,l,e,SOLD,2025-01-16 00:00:00,75,true
55,23,9,e,G,OPEN,2025-03-11 00:00:00,23,true
99,75,24,s,l,OPEN,2025-03-27 00:00:00,75,true
128,83,24,C,e,OPEN,2025-04-06 00:00:00,83,false
77,42,17,H,q,SOLD,2025-03-20 00:00:00,42,false
115,94,35,H,w,HOLD,2025-01-21 00:00:00,94,false
25,82,31,D,L,HOLD,2025-03-30 00:00:00,82,false
47,54,0,G,G,SOLD,2025-04-03 00:00:00,54,true
148,75,32,H,S,OPEN,2025-01-28 00:00:00,75,true
118,84,35,h,S,HOLD,2025-03-10 00:00:00,84,true
6,85,13,J,a,HOLD,2025-01-16 00:00:00,85,false
29,38,8,J,p,OPEN,2025-03-04 00:00:00,38,true
118,80,3,R,f,SOLD,2025-03-10 00:00:00,80,false
1,66,11,K,T,OPEN,2025-03-24 00:00:00,66,true
148,23,32,t,z,OPEN,2025-03-26 00:00:00,23,true
108,4,6,S,E,HOLD,2025-03-25 00:00:00,4,true
0,49,27,d,E,HOLD,2025-01-13 00:00:00,49,true
118,89,34,b,e,HOLD,2025-03-10 00:00:00,89,true
36,3,28,x,A,SOLD,2025-02-09 00:00:00,3,false
108,14,18,A,W,OPEN,2025-03-25 00:00:00,14,false
71,82,18,e,X,HOLD,2025-04-09 00:00:00,82,false
107,93,25,Q,A,OPEN,2025-01-05 00:00:00,93,false
77,25,5,h,q,OPEN,2025-03-22 00:00:00,25,false
5,41,2,O,R,SOLD,2025-02-27 00:00:00,41,true
103,61,21,h,b,HOLD,2025-02-24 00:00:00,61,true
42,65,3,E,R,OPEN,2025-02-19 00:00:00,65,true
92,98,31,q,u,HOLD,2025-03-08 00:00:00,98,true
67,2,11,a,b,SOLD,2025-01-12 00:00:00,2,true
33,63,2,B,y,OPEN,2025-02-20 00:00:00,63,true
55,85,8,U,j,HOLD,2025-03-11 00:00:00,85,true
148,59,16,f,m,HOLD,2025-01-28 00:00:00,59,false
67,99,34,A,F,HOLD,2025-01-12 00:00:00,99,false
95,94,5,t,H,SOLD,2025-01-03 00:00:00,94,false
136,64,25,z,Y,HOLD,2025-02-06 00:00:00,64,false
46,12,29,y,q,OPEN,2025-01-25 00:00:00,12,false
74,2,19,T,o,OPEN,2025-02-12 00:00:00,2,false
106,3,8,q,i,HOLD,2025-01-23 00:00:00,3,true
50,51,11,E,e,SOLD,2025-01-29 00:00:00,51,false
12,8,1,h,x,OPEN,2025-03-17 00:00:00,8,false
107,98,35,I,A,SOLD,2025-01-15 00:00:00,98,false
53,1,38,F,J,HOLD,2025-02-23 00:00:00,1,false
2,83,36,q,Z,OPEN,2025-02-02 00:00:00,83,false
128,95,19,K,V,OPEN,2025-03-12 00:00:00,95,true
47,23,36,M,z,SOLD,2025-04-03 00:00:00,23,true
14,68,21,Y,m,HOLD,2025-03-06 00:00:00,68,true
21,13,11,v,m,HOLD,2025-04-05 00:00:00,13,false
13,7,16,a,y,SOLD,2025-02-05 00:00:00,7,false
129,92,32,E,x,OPEN,2025-02-14 00:00:00,92,true
90,65,15,n,U,OPEN,2025-03-02 00:00:00,65,true
12,76,30,r,P,SOLD,2025-03-17 00:00:00,76,true
107,29,32,L,u,HOLD,2025-01-05 00:00:00,29,true
92,54,5,J,s,SOLD,2025-03-08 00:00:00,54,false
77,56,6,Q,P,HOLD,2025-03-20 00:00:00,56,true
18,74,14,I,Y,OPEN,2025-01-11 00:00:00,74,false
18,62,14,v,V,OPEN,2025-01-11 00:00:00,62,false
19,37,28,H,W,SOLD,2025-04-10 00:00:00,37,false
129,35,10,P,F,SOLD,2025-01-06 00:00:00,35,false
69,45,33,x,N,OPEN,2025-02-28 00:00:00,45,false
71,20,15,c,M,OPEN,2025-04-09 00:00:00,20,false
106,18,24,X,K,HOLD,2025-01-23 00:00:00,18,false
50,15,16,L,P,OPEN,2025-01-29 00:00:00,15,false
24,83,27,W,o,OPEN,2025-02-10 00:00:00,83,false
101,82,4,g,v,HOLD,2025-01-09 00:00:00,82,false
29,36,36,N,K,HOLD,2025-03-04 00:00:00,36,false
84,7,14,U,b,HOLD,2025-01-22 00:00:00,7,false
7,62,5,C,c,SOLD,2025-03-05 00:00:00,62,true
12,42,10,s,m,HOLD,2025-03-17 00:00:00,42,false
121,71,27,o,X,SOLD,2025-02-17 00:00:00,71,false
1,43,36,y,p,HOLD,2025-03-24 00:00:00,43,true
148,34,35,h,a,OPEN,2025-03-26 00:00:00,34,true
44,16,10,P,x,SOLD,2025-04-08 00:00:00,16,true
2,84,12,o,K,OPEN,2025-02-02 00:00:00,84,true
29,34,23,o,M,HOLD,2025-03-15 00:00:00,34,true
50,12,15,N,J,SOLD,2025-01-29 00:00:00,12,false
149,18,3,i,I,OPEN,2025-04-01 00:00:00,18,true
103,36,39,z,l,SOLD,2025-01-18 00:00:00,36,false
6,16,26,s,Z,HOLD,2025-01-16 00:00:00,16,false
99,25,30,Q,Y,SOLD,2025-03-27 00:00:00,25,false
13,82,24,z,K,HOLD,2025-02-05 00:00:00,82,false
84,8,33,K,b,HOLD,2025-02-01 00:00:00,8,false
84,79,34,y,E,OPEN,2025-01-22 00:00:00,79,true
24,44,15,j,B,SOLD,2025-01-27 00:00:00,44,false
3,3,24,W,G,OPEN,2025-02-11 00:00:00,3,true
25,59,0,I,p,SOLD,2025-03-30 00:00:00,59,true
50,5,7,G,U,HOLD,2025-01-29 00:00:00,5,true
1,40,29,u,J,SOLD,2025-02-22 00:00:00,40,true
46,25,9,U,E,HOLD,2025-01-25 00:00:00,25,false
24,18,20,d,m,SOLD,2025-01-27 00:00:00,18,true
12,12,26,K,X,SOLD,2025-03-17 00:00:00,12,true
6,95,4,O,m,OPEN,2025-01-07 00:00:00,95,true
136,80,19,E,r,SOLD,2025-02-06 00:00:00,80,true
128,73,8,G,S,SOLD,2025-03-12 00:00:00,73,true
62,64,34,S,J,SOLD,2025-02-21 00:00:00,64,false
149,34,5,N,L,HOLD,2025-04-01 00:00:00,34,false
33,37,6,h,c,SOLD,2025-02-20 00:00:00,37,true
128,61,24,n,V,SOLD,2025-04-06 00:00:00,61,true
95,86,37,y,E,SOLD,2025-01-03 00:00:00,86,true
1,35,8,u,f,OPEN,2025-02-25 00:00:00,35,false
99,49,30,F,f,SOLD,2025-03-27 00:00:00,49,true
2,3,33,J,l,HOLD,2025-01-19 00:00:00,3,false
110,17,27,D,w,HOLD,2025-03-18 00:00:00,17,true
143,57,0,C,N,OPEN,2025-01-02 00:00:00,57,true
1,38,22,j,M,SOLD,2025-03-24 00:00:00,38,true
112,31,7,K,T,SOLD,2025-01-20 00:00:00,31,false
103,42,9,O,W,HOLD,2025-02-24 00:00:00,42,false
47,46,31,e,y,OPEN,2025-04-03 00:00:00,46,false
118,90,39,A,W,SOLD,2025-03-10 00:00:00,90,true
129,77,29,V,q,HOLD,2025-02-14 00:00:00,77,false
44,61,9,L,P,HOLD,2025-02-18 00:00:00,61,false
67,99,34,K,o,OPEN,2025-01-24 00:00:00,99,false
115,13,22,t,p,HOLD,2025-02-04 00:00:00,13,false
105,93,21,u,S,HOLD,2025-04-04 00:00:00,93,true
128,3,6,n,w,OPEN,2025-04-06 00:00:00,3,false
110,52,10,P,Q,HOLD,2025-03-18 00:00:00,52,false
77,91,6,o,j,SOLD,2025-02-26 00:00:00,91,true
107,59,13,L,c,SOLD,2025-01-15 00:00:00,59,false
103,76,14,f,W,SOLD,2025-01-18 00:00:00,76,false
103,6,17,Q,U,OPEN,2025-01-18 00:00:00,6,true
7,24,28,L,L,SOLD,2025-03-05 00:00:00,24,false
71,12,23,S,R,OPEN,2025-01-26 00:00:00,12,false
19,1,27,F,J,HOLD,2025-04-10 00:00:00,1,true
149,70,27,e,M,OPEN,2025-04-01 00:00:00,70,false
67,67,29,T,J,OPEN,2025-01-24 00:00:00,67,true
21,47,12,d,v,HOLD,2025-02-08 00:00:00,47,true
90,49,6,C,M,HOLD,2025-03-02 00:00:00,49,true
129,2,7,J,y,SOLD,2025-03-01 00:00:00,2,true
44,52,22,d,I,HOLD,2025-02-18 00:00:00,52,false
36,97,18,q,M,OPEN,2025-02-09 00:00:00,97,true
